id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
6364,2,1,4,11,0,5,1,1,0.44,0.4394,0.38,0.3284,233
6365,4,1,12,19,0,3,1,2,0.3,0.2879,0.56,0.2239,402
6366,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,10
6367,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,103
6368,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,663
6369,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,472
6370,1,0,12,13,0,6,0,1,0.34,0.303,0.39,0.2985,121
6371,2,1,5,11,0,3,1,1,0.7,0.6515,0.54,0.1343,267
6372,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,84
6373,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,205
6374,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0.0,98
6375,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537,85
6376,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,5
6377,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,140
6378,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,482
6379,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,420
6380,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,297
6381,3,1,8,13,0,1,1,1,0.7,0.6515,0.58,0.1343,291
6382,2,0,6,23,0,6,0,2,0.72,0.6818,0.62,0.0,150
6383,2,1,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896,13
6384,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,338
6385,4,1,10,22,0,6,0,1,0.44,0.4394,0.51,0.1045,202
6386,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0.2985,58
6387,2,1,5,18,0,0,0,2,0.68,0.6364,0.44,0.3582,389
6388,4,1,11,13,0,1,1,1,0.42,0.4242,0.35,0.1045,217
6389,2,0,6,20,0,1,1,1,0.66,0.6212,0.69,0.2239,316
6390,3,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,421
6391,3,1,9,21,0,6,0,2,0.6,0.5606,0.83,0.1642,181
6392,2,1,5,20,0,5,1,1,0.62,0.6212,0.41,0.1642,337
6393,3,0,9,7,0,4,1,3,0.62,0.5455,0.94,0.1045,179
6394,3,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,862
6395,3,1,9,19,0,4,1,1,0.64,0.6061,0.65,0.1343,674
6396,3,1,8,9,0,5,1,2,0.64,0.5758,0.89,0.0,220
6397,2,1,4,3,0,0,0,1,0.42,0.4242,0.26,0.1343,26
6398,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,43
6399,2,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,702
6400,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.194,450
6401,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,102
6402,3,1,6,4,0,2,1,1,0.54,0.5152,0.45,0.2985,10
6403,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,44
6404,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,3
6405,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,185
6406,3,0,9,23,0,1,1,1,0.62,0.5758,0.83,0.1045,69
6407,2,0,3,9,0,4,1,3,0.26,0.2424,0.93,0.2537,132
6408,3,1,6,20,0,6,0,1,0.78,0.6818,0.31,0.194,386
6409,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,130
6410,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,144
6411,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,455
6412,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,387
6413,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,118
6414,4,0,11,18,0,1,1,1,0.46,0.4545,0.59,0.1045,425
6415,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,0.1343,481
6416,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,244
6417,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,436
6418,3,1,8,2,0,1,1,1,0.64,0.6061,0.69,0.1045,9
6419,4,0,12,23,0,2,1,2,0.38,0.3939,0.62,0.0,53
6420,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179,160
6421,1,1,12,10,0,5,1,1,0.32,0.2879,0.42,0.4627,154
6422,3,0,6,1,0,4,1,1,0.72,0.6970000000000001,0.74,0.2239,31
6423,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,14
6424,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,35
6425,2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,132
6426,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,170
6427,4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,163
6428,3,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,526
6429,4,0,11,22,0,5,1,1,0.34,0.303,0.46,0.3284,115
6430,3,1,9,9,0,1,1,1,0.58,0.5455,0.68,0.1343,299
6431,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,406
6432,2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,215
6433,4,1,12,7,0,2,1,1,0.36,0.3485,0.93,0.1343,355
6434,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,161
6435,4,0,11,7,0,2,1,1,0.34,0.3333,0.76,0.194,254
6436,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,150
6437,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,668
6438,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,292
6439,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,292
6440,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,316
6441,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0.0,359
6442,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,219
6443,3,0,9,16,0,3,1,1,0.64,0.5758,0.89,0.0,144
6444,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,49
6445,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0.0,110
6446,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,150
6447,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,55
6448,2,1,6,23,0,2,1,1,0.54,0.5152,0.56,0.0896,113
6449,4,0,11,0,0,3,1,2,0.46,0.4545,0.94,0.0,31
6450,4,1,10,6,0,4,1,1,0.44,0.4394,0.88,0.2985,153
6451,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,109
6452,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,185
6453,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,173
6454,4,1,10,6,0,5,1,3,0.54,0.5152,0.94,0.1642,131
6455,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,70
6456,3,1,9,1,0,5,1,1,0.56,0.5303,0.73,0.0896,41
6457,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343,322
6458,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,256
6459,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0,8
6460,4,0,11,18,0,6,0,1,0.36,0.3636,0.5,0.0896,237
6461,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,7
6462,2,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,169
6463,4,0,9,7,0,0,0,2,0.6,0.5152,0.94,0.1343,38
6464,1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0.0,50
6465,3,1,6,10,0,5,1,1,0.9,0.8333,0.39,0.2985,171
6466,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,7
6467,2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,277
6468,4,1,10,13,0,6,0,1,0.56,0.5303,0.43,0.1642,714
6469,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,41
6470,1,1,1,2,0,3,1,1,0.28,0.2727,0.7,0.194,6
6471,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,323
6472,4,1,12,9,0,0,0,2,0.36,0.3485,0.87,0.1343,132
6473,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.194,248
6474,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,263
6475,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,272
6476,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,95
6477,2,1,4,14,0,3,1,3,0.44,0.4394,0.72,0.1045,51
6478,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,302
6479,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0.0,12
6480,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,10
6481,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,223
6482,4,1,10,0,0,5,1,2,0.56,0.5303,0.83,0.1045,56
6483,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.194,84
6484,2,1,4,0,0,0,0,1,0.44,0.4394,0.24,0.2239,85
6485,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,238
6486,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,154
6487,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,8
6488,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,280
6489,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,37
6490,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,34
6491,3,1,9,21,0,4,1,1,0.62,0.6061,0.65,0.1045,317
6492,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,772
6493,3,1,8,0,0,6,0,1,0.7,0.6515,0.7,0.2836,180
6494,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,54
6495,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,28
6496,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,563
6497,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,282
6498,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,4
6499,4,1,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343,7
6500,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,147
6501,3,0,7,22,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,96
6502,3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,572
6503,4,0,12,15,0,2,1,3,0.5,0.4848,1.0,0.194,45
6504,3,0,9,1,0,3,1,3,0.54,0.5152,0.94,0.2537,5
6505,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,155
6506,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,120
6507,3,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.1045,41
6508,3,1,8,11,0,3,1,2,0.8,0.7424,0.52,0.0,239
6509,2,1,4,23,0,4,1,1,0.4,0.4091,0.5,0.1343,136
6510,3,1,7,21,1,3,0,1,0.84,0.8029999999999999,0.53,0.1343,584
6511,1,0,2,7,0,5,1,3,0.34,0.3333,1.0,0.1343,35
6512,2,0,5,6,0,2,1,3,0.52,0.5,0.94,0.2537,49
6513,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,189
6514,3,1,6,11,0,3,1,1,0.74,0.6515,0.3,0.3284,209
6515,2,1,5,9,0,1,1,3,0.54,0.5152,0.88,0.2836,110
6516,3,1,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,584
6517,4,0,9,22,0,0,0,1,0.62,0.5606,0.88,0.0896,104
6518,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,440
6519,4,0,11,10,0,4,1,2,0.44,0.4394,0.88,0.2239,117
6520,4,0,11,17,0,2,1,2,0.5,0.4848,0.72,0.194,451
6521,3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,211
6522,2,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,255
6523,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,93
6524,3,1,7,21,0,0,0,1,0.84,0.7424,0.39,0.1343,258
6525,1,1,1,3,0,3,1,1,0.26,0.2576,0.75,0.194,1
6526,1,0,12,8,0,6,0,1,0.28,0.2727,0.7,0.194,27
6527,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,215
6528,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,208
6529,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,161
6530,2,0,3,21,0,3,1,3,0.32,0.2879,1.0,0.4179,22
6531,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,180
6532,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,25
6533,4,0,11,1,0,6,0,1,0.32,0.303,0.45,0.2985,62
6534,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,732
6535,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,6
6536,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,237
6537,3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,740
6538,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,140
6539,4,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985,659
6540,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,170
6541,3,0,9,10,1,1,0,2,0.7,0.6515,0.7,0.1642,244
6542,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,252
6543,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,869
6544,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,46
6545,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,5
6546,3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,435
6547,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,303
6548,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1343,286
6549,2,1,5,11,0,0,0,1,0.56,0.5303,0.73,0.1045,414
6550,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,182
6551,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,170
6552,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,26
6553,4,1,12,4,0,2,1,1,0.42,0.4242,0.82,0.1642,8
6554,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0.0,220
6555,2,1,6,1,0,2,1,2,0.52,0.5,0.77,0.3284,20
6556,2,1,5,5,0,5,1,1,0.42,0.4242,0.47,0.1642,26
6557,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,21
6558,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,416
6559,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,204
6560,3,1,9,6,0,5,1,1,0.5,0.4848,0.77,0.0896,165
6561,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,294
6562,2,0,5,13,0,0,0,2,0.66,0.6212,0.54,0.2239,455
6563,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,0.0,299
6564,1,0,3,1,0,3,1,3,0.3,0.2727,1.0,0.2985,3
6565,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,507
6566,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,678
6567,3,0,8,6,0,3,1,3,0.72,0.6818,0.66,0.4925,110
6568,2,1,6,16,0,4,1,1,0.72,0.6515,0.34,0.2239,466
6569,2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,358
6570,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,4
6571,1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,24
6572,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,21
6573,3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,552
6574,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,220
6575,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,96
6576,3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,79
6577,3,1,6,21,0,0,0,1,0.76,0.6970000000000001,0.55,0.2239,253
6578,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,13
6579,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537,84
6580,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,312
6581,3,0,7,22,0,1,1,1,0.72,0.6970000000000001,0.74,0.1343,90
6582,3,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,4
6583,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,830
6584,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,446
6585,2,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,55
6586,2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,475
6587,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,5
6588,3,1,6,17,0,4,1,1,0.88,0.7424,0.22,0.194,705
6589,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,291
6590,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,49
6591,2,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642,382
6592,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,150
6593,2,1,5,14,0,4,1,1,0.64,0.6061,0.65,0.194,204
6594,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,22
6595,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,113
6596,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,59
6597,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,123
6598,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,176
6599,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,355
6600,1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,68
6601,4,0,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,134
6602,1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,61
6603,2,1,4,9,0,0,0,1,0.44,0.4394,0.26,0.2239,179
6604,2,1,4,14,0,4,1,1,0.58,0.5455,0.43,0.0,237
6605,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0.0,59
6606,4,1,12,0,0,2,1,2,0.44,0.4394,0.94,0.1343,18
6607,3,1,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,193
6608,4,1,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239,13
6609,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,127
6610,1,1,2,15,0,2,1,2,0.42,0.4242,0.38,0.4478,145
6611,4,0,12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,63
6612,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,654
6613,2,1,4,22,0,4,1,1,0.4,0.4091,0.47,0.194,149
6614,2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,298
6615,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,225
6616,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,64
6617,4,1,10,16,0,5,1,1,0.46,0.4545,0.41,0.3582,520
6618,4,1,11,1,0,6,0,1,0.34,0.2879,0.42,0.4925,20
6619,3,1,8,8,0,6,0,1,0.74,0.7273,0.72,0.194,181
6620,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,16
6621,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.3284,72
6622,3,0,9,23,0,6,0,1,0.46,0.4545,0.82,0.1642,136
6623,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,107
6624,2,0,5,7,0,0,0,2,0.52,0.5,1.0,0.1343,42
6625,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,4
6626,3,1,7,10,0,2,1,1,0.72,0.6818,0.66,0.0,227
6627,2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,33
6628,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,392
6629,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334
6630,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,89
6631,2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,536
6632,3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,323
6633,4,1,10,3,0,0,0,1,0.42,0.4242,0.77,0.2985,28
6634,3,1,6,14,0,5,1,1,0.88,0.8029999999999999,0.39,0.2239,263
6635,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,237
6636,2,1,6,12,0,3,1,2,0.68,0.6364,0.44,0.4179,334
6637,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,322
6638,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,585
6639,2,1,5,10,0,0,0,2,0.54,0.5152,0.77,0.1045,333
6640,2,1,5,19,0,5,1,1,0.74,0.6818,0.62,0.2537,404
6641,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,3
6642,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,483
6643,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,243
6644,3,1,7,21,0,2,1,1,0.74,0.6970000000000001,0.66,0.2239,378
6645,2,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,81
6646,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,70
6647,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,22
6648,3,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,432
6649,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,39
6650,3,0,9,3,0,5,1,2,0.62,0.5455,0.94,0.2537,2
6651,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,162
6652,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.194,110
6653,4,1,12,14,0,5,1,1,0.4,0.4091,0.43,0.194,299
6654,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,372
6655,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,660
6656,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,9
6657,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537,105
6658,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,62
6659,4,0,12,23,0,4,1,1,0.52,0.5,0.63,0.3284,114
6660,2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045,170
6661,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,21
6662,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,227
6663,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,632
6664,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,953
6665,2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0,547
6666,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0.0,14
6667,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,81
6668,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,52
6669,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,31
6670,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,64
6671,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,827
6672,4,0,9,13,0,5,1,3,0.6,0.5,1.0,0.0896,34
6673,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,167
6674,2,1,5,3,0,5,1,2,0.62,0.5606,0.88,0.1045,14
6675,4,1,9,7,0,1,1,1,0.46,0.4545,0.67,0.1343,530
6676,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,111
6677,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,9
6678,1,0,3,1,0,5,1,3,0.34,0.3485,1.0,0.1045,8
6679,3,1,7,20,0,1,1,1,0.72,0.6818,0.7,0.2239,462
6680,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0.0,36
6681,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,142
6682,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,181
6683,1,1,12,9,0,0,0,1,0.2,0.2273,0.59,0.1045,56
6684,2,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.194,1
6685,3,0,8,8,0,4,1,2,0.7,0.6515,0.82,0.3582,398
6686,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,131
6687,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,619
6688,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,508
6689,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,132
6690,3,1,8,3,0,0,0,1,0.62,0.5909,0.73,0.0896,48
6691,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,300
6692,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,19
6693,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,153
6694,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,12
6695,1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,174
6696,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,235
6697,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,7
6698,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,21
6699,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0.0,442
6700,3,1,8,2,0,2,1,2,0.58,0.5455,0.88,0.2836,8
6701,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,28
6702,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,88
6703,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,39
6704,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,23
6705,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,70
6706,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,50
6707,3,0,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,164
6708,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,423
6709,3,1,8,5,0,4,1,1,0.62,0.5758,0.83,0.0,37
6710,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,63
6711,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,14
6712,2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,21
6713,4,0,11,3,0,2,1,3,0.38,0.3939,1.0,0.1045,3
6714,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0.0,212
6715,1,1,2,21,0,2,1,2,0.36,0.3636,0.5,0.1045,109
6716,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,3
6717,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0.0,251
6718,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,9
6719,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,123
6720,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,268
6721,3,1,9,4,0,0,0,1,0.5,0.4848,0.72,0.0,8
6722,3,0,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896,17
